X,Y,Z,VX,VY,VZ
-0.9770162771287417,-0.211443751854094,-6.990852433857008e-05,0.003360936136643255,-0.01688509070112468,-3.313495353978732e-06
-0.9697143853049351,-0.245079844128212,-7.63013905699175e-05,0.003939841566634306,-0.01674751991831198,-3.103179962832257e-06
-0.9612616964680538,-0.2784202858643632,-8.241895610828476e-05,0.004511588511823999,-0.01658962841505685,-3.037803613389742e-06
-0.9516732297832523,-0.311425514044208,-8.853603099653708e-05,0.005075546408645236,-0.01641246254696378,-3.097053431289269e-06
-0.9409649380953915,-0.3440578348430893,-9.486488600411314e-05,0.005631365601670581,-0.01621683866546834,-3.242872405698091e-06
-0.9291533698538053,-0.3762809861419801,-0.0001015385857128563,0.006178782251807319,-0.01600338768673254,-3.435306843480788e-06
-0.916255560131604,-0.4080598521590386,-0.0001086107178919764,0.006717574421201718,-0.01577263378302125,-3.634582883902399e-06
-0.9022889315453196,-0.4393602778724719,-0.0001160539714437607,0.007247579747957534,-0.01552501046420256,-3.799408843294859e-06
-0.8872711677699222,-0.4701488538310964,-0.0001237575356922193,0.007768695614766946,-0.0152608206892175,-3.888182127559794e-06
-0.8712201356806055,-0.5003926022062728,-0.0001315316412123527,0.00828082895536809,-0.0149801863985098,-3.864837181657953e-06
-0.8541539519107899,-0.5300585876031326,-0.000139126980910187,0.008783806104259441,-0.01468302821132741,-3.707409577627201e-06
-0.8360912508886369,-0.5591135291305112,-0.0001462720297266179,0.00927726317895268,-0.01436908734808419,-3.417205533189177e-06
-0.8170516922913565,-0.5875235085357396,-0.0001527290641819981,0.00976051529996272,-0.01403800676068488,-3.02822302140665e-06
-0.7970567319548979,-0.6152539564333389,-0.0001583660532622769,0.01023244038611101,-0.01368954256694883,-2.611775657629933e-06
-0.7761304689717364,-0.6422702216463912,-0.0001632198230916216,0.01069156010805138,-0.01332391756019211,-2.26004785612067e-06
-0.7542999818815946,-0.6685387754938379,-0.0001674976714561213,0.01113646379836646,-0.01294203085307926,-2.043419034041305e-06
-0.7315946988921375,-0.6940283865293646,-0.0001714951244211134,0.01156625952308616,-0.01254520345381417,-1.977639814283652e-06
-0.7080452489589727,-0.718710486464467,-0.0001754894348582031,0.01198060638472015,-0.01213471180198934,-2.033208277039369e-06
-0.6836826134347351,-0.7425588039408484,-0.0001796784834310892,0.01237944469141364,-0.0117115680827881,-2.164677652930543e-06
-0.6585378030265157,-0.7655488559709341,-0.0001841692553299814,0.01276278405877153,-0.01127656648578196,-2.327936155222629e-06
-0.6326417920291003,-0.78765761625965,-0.000188984144593357,0.0131306529274842,-0.01083038181477539,-2.48204435506026e-06
-0.6060254542870217,-0.8088633209406068,-0.0001940638849433284,0.01348312994546465,-0.01037359917127284,-2.585785554508839e-06
-0.5787194362864494,-0.8291452490809419,-0.0001992658690294688,0.01382036152677813,-0.009906663125990837,-2.597616196647004e-06
-0.5507540664845696,-0.848483359314516,-0.0002043697864470673,0.01414250116786266,-0.009429797176435226,-2.483300260655737e-06
-0.5221594747435456,-0.8668578067544154,-0.0002091051990429634,0.01444956603707814,-0.008942979080830778,-2.22928541618946e-06
-0.4929660270721437,-0.8842485215566834,-0.000213205317776983,0.01474128078251351,-0.00844603071396639,-1.854045204016442e-06
-0.4632050119280605,-0.9006350717572544,-0.000216475200392605,0.01501699286985201,-0.007938804268422629,-1.410435099608617e-06
-0.4329093865478814,-0.9159969512422709,-0.000218853522209398,0.01527570229749639,-0.007421413207748273,-9.766778890854737e-07
-0.4021143173512988,-0.9303143284008715,-0.0002204433766477237,0.01551624578165368,-0.006894446910711231,-6.341240614184181e-07
-0.3708571829893488,-0.9435690942760104,-0.0002214872517291415,0.01573763728961567,-0.006359024098308414,-4.356578992613036e-07
-0.3391768863461499,-0.9557457302190365,-0.0002222858956714413,0.01593936887168674,-0.005816556049376969,-3.856467930514829e-07
-0.3071128339075215,-0.9668315202635032,-0.0002231058674205605,0.01612141931960212,-0.005268380836171307,-4.492602090977004e-07
-0.2747041704244046,-0.9768161697688797,-0.0002241259879196604,0.016284029137166,-0.00471557200062321,-5.776033406774388e-07
-0.241989475775909,-0.9856912831883132,-0.0002254284634252548,0.01642750109297379,-0.004158971417212204,-7.244137122586513e-07
-0.2090067208339536,-0.9934500021122835,-0.00022700846505056,0.01655214214847002,-0.003599288141041587,-8.484798518633959e-07
-0.1757932330993601,-1.000086794184684,-0.0002287804738744813,0.01665829698625607,-0.003037137878860351,-9.096378114699608e-07
-0.1423855825105886,-1.005597227250834,-0.0002305780930763341,0.01674637813481305,-0.002472989384096233,-8.676476745832327e-07
-0.1088194880457295,-1.009977570758517,-0.0002321605539309542,0.01681680191173046,-0.001907058922800286,-6.907850827169125e-07
-0.07512998551182211,-1.013224230081932,-0.0002332468492065255,0.01686979554657993,-0.001339274085209443,-3.737911946814494e-07
-0.04135203097092036,-1.015333291056518,-0.0002335850027235999,0.01690518599915253,-0.0007694312038342822,4.802782026167622e-08
-0.007521376352824545,-1.016300551264392,-0.0002330314790169973,0.01692236567929441,-0.0001974974831023903,5.043461492355392e-07
0.02632472150674103,-1.016122130059281,-0.0002315995245025824,0.01692048135486604,0.0003761460791888585,9.133407668891293e-07
0.06014728836875345,-1.014795390398967,-0.0002294549273470768,0.01689871604274704,0.0009506415187318288,1.2083182400701e-06
0.09390596965871757,-1.012319812981001,-0.0002268647221593097,0.01685654184644524,0.001524758526519314,1.35700978420227e-06
0.127559775765572,-1.008697527305393,-0.0002241196958015411,0.01679386141527956,0.002097123228205479,1.367528177467874e-06
0.1610679371864943,-1.003933336910709,-0.0002214615640887847,0.01671097106614663,0.002666471581610905,1.277951599531995e-06
0.1943905307459421,-0.9980343357856774,-0.0002190418385197845,0.01660838823148949,0.003231785535832285,1.137305474370635e-06
0.2274887456702435,-0.9910094148836098,-0.0002169154746872255,0.0164866882907777,0.003792273911526396,9.91737707019544e-07
0.2603249208417747,-0.9828688906843083,-0.0002150512744122506,0.01634644449785743,0.004347289467170604,8.815130421483048e-07
0.292862557659351,-0.9736242723105698,-0.0002133406988435435,0.01618825402136674,0.004896286742667576,8.44384512294147e-07
0.3250664089812014,-0.9632880253572461,-0.0002116003014348273,0.0160127723376025,0.005438870686055521,9.171531155490882e-07
0.3569025599055893,-0.9518731573450173,-0.0002095799590292272,0.01582065274510482,0.005974914859282687,1.127094404248634e-06
0.3883382230528294,-0.9393925994437098,-0.0002070014444421933,0.01561231995378136,0.006504613590934951,1.47103203651577e-06
0.4193409950511947,-0.9258587224206283,-0.0002036393447533233,0.01538770215541543,0.007028272022779237,1.898427602873451e-06
0.4498778046974684,-0.9112835269367923,-0.0001994088307756406,0.01514623945202506,0.007545886704293556,2.32434693615361e-06
0.479914253350799,-0.8956795697478723,-0.0001943981072818512,0.01488723627600155,0.008056894205034866,2.66722651389044e-06
0.5094147379152487,-0.8790610346150274,-0.0001888289858069452,0.01461022880961946,0.008560268066472086,2.877848252186154e-06
0.5383431061290017,-0.8614444138950397,-0.0001829826834610109,0.01431514059480603,0.009054767655437534,2.945586370964518e-06
0.5666634422634165,-0.8428487091386662,-0.0001771283396957111,0.01400227531538939,0.00953915486817334,2.891441266182166e-06
0.5943407507679228,-0.8232952657562358,-0.000171471134091201,0.01367223065069023,0.01001234288842494,2.756181463047738e-06
0.6213414211203252,-0.8028073843347503,-0.0001661259667167555,0.01332577178799354,0.01047346802740471,2.587260131746603e-06
0.6476334395688054,-0.7814098739208019,-0.0001611147887786934,0.01296371497937364,0.01092187775459529,2.429068160249466e-06
0.6731864240528883,-0.7591286856992656,-0.0001563769588044774,0.01258687288448774,0.01135707245689219,2.319841057026459e-06
0.6979716206387077,-0.7359906528987551,-0.000151780046591964,0.01219606659365309,0.01177866872527501,2.293612983532597e-06
0.721961952238152,-0.7120232351640212,-0.0001471263710120223,0.01179215322113321,0.01218643739837512,2.38128314831784e-06
0.7451320597835994,-0.6872541050421312,-0.0001421650927491722,0.01137597145742315,0.01258041569619318,2.602613885074493e-06
0.7674580641222544,-0.6617105257064603,-0.0001366340007590576,0.01094810867573994,0.01296096879346816,2.944952287897816e-06
0.7889167399211687,-0.6354188631283537,-0.0001303460077480019,0.01050859387789561,0.01332855689345502,3.344959021401638e-06
0.8094843381200203,-0.6084048961294434,-0.0001232798783146085,0.01005692607618757,0.01368322248982867,3.707104853682313e-06
0.8291359744284873,-0.5806950068571815,-0.0001155958762343496,0.009592569227526087,0.01402432258153647,3.9535776304557e-06
0.8478460606367146,-0.552317370115199,-0.0001075638489178036,0.009115397062319678,0.01435077509553643,4.054012980563772e-06
0.8655892391517088,-0.5233024381164939,-9.947080792436473e-05,0.00862575034101869,0.01466143520320679,4.018701530682125e-06
0.8823411868180016,-0.4936828351070876,-9.155768078634995e-05,0.008124297290038369,0.01495529311791762,3.880753160155181e-06
0.8980791328716329,-0.4634930169600789,-8.398742814015329e-05,0.007611904677579689,0.01523153090192134,3.683421472345646e-06
0.9127821624540864,-0.4327688725803087,-7.683321277758602e-05,0.007089548671285906,0.01548953357417916,3.472135428156838e-06
0.9264313626109881,-0.4015473248294671,-7.008007191215273e-05,0.00655824491653037,0.01572887836122144,3.288846757077901e-06
0.9390098512715297,-0.3698659749201972,-6.36352597544419e-05,0.006019004438166966,0.01594930383229127,3.169199735258459e-06
0.9505027559983781,-0.3377628086593377,-5.734108657977746e-05,0.005472827564333122,0.01615068564994166,3.142644850693471e-06
0.9608972036479456,-0.3052759086794617,-5.098702135737667e-05,0.004920712754703624,0.01633306119391459,3.232176058097035e-06
0.9701822831185081,-0.2724430521301422,-4.432812951500868e-05,0.004363603906771397,0.0164967154408795,3.447010028731759e-06
0.9783487553684259,-0.239301142239584,-3.712991297417886e-05,0.003802178917487331,0.01664223089728899,3.763625627631969e-06
0.9853882084337665,-0.2058857745108556,-2.925362951191542e-05,0.003236547347990522,0.01677026049530765,4.109095791407599e-06
0.9912918517600222,-0.1722316193115832,-2.074231710414823e-05,0.002666277846182252,0.0168809825575192,4.38252144268347e-06
0.9960499490526666,-0.1383737645361026,-1.182069145427005e-05,0.002090973237949475,0.01697381004117145,4.512450352708982e-06
0.9996524753772831,-0.1043489803502583,-2.797083149838765e-06,0.001510783038517318,0.01704773959637983,4.486915512287235e-06
1.002090270232852,-0.07019603498483047,6.042643919113847e-06,0.0009263850261476385,0.01710183499235865,4.335300334122664e-06
1.003355844406922,-0.03595532622375074,1.448931145242604e-05,0.0003387336459658318,0.01713540923499317,4.101492701846235e-06
1.003443745059082,-0.001668388266445709,2.242419589510098e-05,-0.0002511057753938363,0.01714800422107537,3.830988737095498e-06
1.002350706014539,0.032622519807283,2.981789581611842e-05,-0.00084201735253061,0.01713934867287548,3.567300212873287e-06
1.000075719839379,0.0668747702288421,3.672444009051842e-05,-0.001432862944353913,0.01710934449906511,3.349957402154663e-06
0.9966200522002118,0.1010457091290318,4.327084066256667e-05,-0.002022512810595598,0.01705806267962414,3.211999607811047e-06
0.9919871967661358,0.1350929880212635,4.964190214070865e-05,-0.002609872175226585,0.01698573707350198,3.177892550149391e-06
0.9861827851428985,0.1689748948518792,5.606109617857821e-05,-0.00319390243938003,0.01689277482447755,3.26127287426315e-06
0.9792144277130997,0.2026507391942393,6.276351966346075e-05,-0.003773680684313152,0.01677979880794208,3.458392634626255e-06
0.9710913334847989,0.2360813120658593,6.994789086229043e-05,-0.004348570951404776,0.01664765788123361,3.733762327373674e-06
0.961823487036744,0.2692291811946445,7.76988806614734e-05,-0.004918465895534248,0.01649721592911125,4.008689832500887e-06
0.9514205403148331,0.3020582498425606,8.591496116133221e-05,-0.005483752872443248,0.01632885582573025,4.183440877513126e-06
0.939891319793499,0.3345324105578684,9.432200226245172e-05,-0.006044749863623669,0.01614219097265484,4.194736964405001e-06
0.9272445836737173,0.3666142839413494,0.0001025862352787596,-0.006601162707843992,0.01593643861109129,4.045923196260985e-06
0.913490293831957,0.3982650125850138,0.0001104289434496648,-0.007152131222730215,0.01571096989918767,3.782135483384275e-06
0.8986404186532878,0.429444819213714,0.0001176736014887921,-0.007696559465709185,0.01546549330750516,3.456344846120532e-06
0.8827091700380254,0.4601136232919357,0.0001242446787705366,-0.008233317023273328,0.01519997838686877,3.115897560136197e-06
0.8657130126387951,0.4902314658509717,0.0001301552606156122,-0.008761281381774575,0.0149145680089619,2.802422277373543e-06
0.8476706544035716,0.5197588246160587,0.000135497278313605,-0.009279331279953824,0.01460955732387587,2.553106655888523e-06
0.8286030354720462,0.548656935369566,0.000140431159672332,-0.00978636130065131,0.01428541336806192,2.398628387432855e-06
0.8085332535615789,0.5768881556704312,0.0001451684095883303,-0.01028132890044938,0.01394279202528688,2.358539638378665e-06
0.7874863779174575,0.6044163428081322,0.0001499443306344097,-0.01076331590023339,0.01358253549272207,2.4362553074015e-06
0.7654891293367309,0.6312072136561024,0.0001549803615982909,-0.01123160433183085,0.01320565747504344,2.613375159830314e-06
0.742569368085942,0.6572286468906494,0.0001604329161880026,-0.01168579752900203,0.01281328897466087,2.841934620569357e-06
0.7187553055159722,0.6824507515311106,0.0001663291106284237,-0.01212595612826954,0.01240647739628336,3.041509751727831e-06
0.6940746030734685,0.7068453317815956,0.0001725182131042395,-0.01255252241912827,0.0119858028780298,3.121360556093224e-06
0.6685540339155644,0.7303846567435285,0.0001786984152486212,-0.01296583897395758,0.01155115600100106,3.029481670234822e-06
0.642220234266387,0.7530403241876646,0.0001845300751292403,-0.01336565477093327,0.01110206981819561,2.779918253907785e-06
0.6151009535499044,0.7747831119650773,0.0001897498905054518,-0.01375115632309122,0.01063826161157134,2.428075573789606e-06
0.5872258350991576,0.7955836167875143,0.0001942141729588419,-0.01412132028758389,0.01015983203369765,2.033493986245583e-06
0.5586265663764055,0.8154129455370371,0.0001978879917525659,-0.01447514558547195,0.009667165541059343,1.644793811562877e-06
0.5293367721375475,0.8342431484703922,0.0002008237074268152,-0.01481169264011007,0.009160807233769754,1.301488565309717e-06
0.4993919219215303,0.8520474906169689,0.0002031473030294255,-0.01513005104913896,0.008641428542071245,1.038038168814635e-06
0.4688292860793873,0.8688007338757373,0.0002050482143813249,-0.01542933493515093,0.008109863875148716,8.826849430335562e-07
0.4376878355166592,0.8844795122384382,0.0002067605998039449,-0.01570874542624233,0.007567155323843673,8.504185249332839e-07
0.406007961416029,0.8990627501561123,0.0002085279284449345,-0.01596768055250387,0.007014543304522285,9.342877976685636e-07
0.3738309727187503,0.9125319875784375,0.0002105531249697957,-0.01620583889906241,0.006453383923750537,1.100310962069798e-06
0.341198423413332,0.9248714810701134,0.000212944085501989,-0.01642328365592329,0.005885010318498017,1.288033494428554e-06
0.3081513659947049,0.9360679714941954,0.0002156671670254194,-0.01662044491781764,0.005310534808993642,1.418685832362586e-06
0.2747297316121559,0.9461099998349599,0.0002185301828521384,-0.01679796922077377,0.004730608266935863,1.417740265508906e-06
0.2409722421989925,0.9549868415192847,0.0002212253957612525,-0.01695634460363409,0.004145327055001748,1.249807787084128e-06
0.2069171287277523,0.9626876136586636,0.0002234319096475267,-0.01709553857357701,0.003554511436544601,9.369101154972523e-07
0.1726032281957455,0.9692011848075884,0.000224915784881377,-0.01721501626304218,0.002958155909712827,5.381356087154416e-07
0.1380706936809118,0.974516783249236,0.0002255689204442149,-0.0173140514735105,0.002356628980289527,1.155408646337033e-07
0.1033611044273837,0.9786246873354134,0.000225394800546406,-0.01739196715894328,0.001750586479631659,-2.821804487789703e-07
0.06851729114489612,0.9815166531180723,0.0002244814964404668,-0.01744818543636581,0.001140832741233562,-6.181345604350491e-07
0.03358317643461476,0.9831861421840469,0.000222984050502056,-0.01748218371197496,0.0005282693245274753,-8.615654841216912e-07
-0.001396300602337367,0.9836285464094925,0.0002211137676462259,-0.01749347012358581,-8.606272872989307e-05,-9.87652880918318e-07
-0.03637529388419116,0.9828415423948159,0.0002191192500581345,-0.01748164980203954,-0.0007009104276196474,-9.859590068645116e-07
-0.07130739302658483,0.9808255341164195,0.0002172447551116,-0.01744658339134963,-0.001314811663346221,-8.731910266043987e-07
-0.106146296135428,0.9775839440354399,0.0002156681470170228,-0.01738853432173663,-0.001926246850213368,-6.987398269828704e-07
-0.1408466507299088,0.9731230896967352,0.0002144427853577429,-0.01730817477501134,-0.002533880789387963,-5.348811208958235e-07
-0.1753647409785763,0.9674516010224685,0.0002134714604476788,-0.017206434622363,-0.003136760581969693,-4.560622094343292e-07
-0.2096587735019438,0.9605795511365152,0.0002125251396985953,-0.01708426228151523,-0.003734398897429317,-5.159578570058401e-07
-0.2436886440877873,0.9525175613962651,0.0002113048174844461,-0.01694235515460174,-0.004326708826110361,-7.284829878976567e-07
-0.2774152182016064,0.9432762188020379,0.0002095292208835231,-0.01678096989399375,-0.004913758155411313,-1.063024771599008e-06
-0.3107994463693197,0.9328660903003142,0.0002070102083393031,-0.01659996341397583,-0.005495453497030281,-1.461335151876665e-06
-0.3438017846218029,0.9212982440628663,0.0002036816472692601,-0.01639902835442466,-0.006071380895938844,-1.863504014900901e-06
-0.3763820976419031,0.9085848615861633,0.0001995850471008916,-0.01617790416042911,-0.006640861719367903,-2.222850234904348e-06
-0.4084998397915072,0.8947396378618487,0.0001948412851518886,-0.01593644013171544,-0.007203079476613616,-2.505874205840125e-06
-0.4401142450269875,0.8797779774218367,0.000189629775297032,-0.01567455713843035,-0.007757143244393177,-2.686729126131842e-06
-0.4711844241502178,0.863717163177232,0.0001841757965756543,-0.0153922102463475,-0.00830205270366581,-2.745892639188958e-06
-0.5016694679870606,0.8465766634343384,0.0001787312418554285,-0.01508944552700213,-0.008836608701731797,-2.678544547911422e-06
-0.5315288015479966,0.8283785733694977,0.000173529798935818,-0.01476659103334345,-0.009359395861525862,-2.510302556699555e-06
-0.5607229703744392,0.8091478874098695,0.0001687156345509413,-0.01442446030786124,-0.009868984012945777,-2.304372941725885e-06
-0.5892146313829753,0.7889121755458114,0.0001642821221492958,-0.01406431695149189,-0.01036428453880856,-2.143168191015951e-06
-0.616969167179057,0.7677006444647805,0.0001600670842015717,-0.01368755970439244,-0.01084475834034343,-2.094454472290426e-06
-0.643954604050171,0.7455430798218534,0.0001558079547525941,-0.01329539063404183,-0.01131033368795114,-2.188888528928445e-06
-0.6701410245048979,0.722469128600146,0.0001512216454259278,-0.01288865075051369,-0.01176118104654586,-2.417086934604154e-06
-0.6954998087013919,0.6985080468735201,0.0001460770654359861,-0.01246780341996204,-0.01219748555034054,-2.738566223009712e-06
-0.7200029533859428,0.6736888643407669,0.0001402426622266888,-0.01203302484998293,-0.01261926404727028,-3.097197420291719e-06
-0.74362265534245,0.6480408291425783,0.0001337003056478249,-0.01158436859048365,-0.01302627715304948,-3.438233488559577e-06
-0.7663312298692949,0.6215939049922939,0.0001265301588848454,-0.01112191906692717,-0.01341806221061588,-3.719088668532545e-06
-0.7881012542308118,0.5943791257917925,0.0001188837996644575,-0.01064585605099552,-0.01379402715148539,-3.910468872310526e-06
-0.8089057476847564,0.5664287809708961,0.0001109614334329804,-0.01015643446637378,-0.0141535126212282,-3.992343252646094e-06
-0.828718281418978,0.5377765555407674,0.0001029959456345969,-0.009653948927124498,-0.01449577184923858,-3.952393861780805e-06
-0.8475130796872484,0.5084577858384591,9.523196357019019e-05,-0.009138776577339554,-0.01481988460944857,-3.793348624804725e-06
-0.8652653528401814,0.4785098669230615,8.788021859208983e-05,-0.008611570620523881,-0.01512472145160811,-3.549295979294786e-06
-0.881952112401554,0.4479725109307695,8.104245866739602e-05,-0.008073508295003457,-0.01540915812742396,-3.294370063564271e-06
-0.8975532542161806,0.4168872968357131,7.464934969581535e-05,-0.007526248766398166,-0.01567252684617448,-3.1183795350796e-06
-0.912052107729541,0.3852964401715057,6.847543621036255e-05,-0.006971474193638319,-0.01591485647714002,-3.080748116981183e-06
-0.9254350024230212,0.3532415709696685,6.222827923504015e-05,-0.006410460312065063,-0.01613663795609592,-3.188911537094095e-06
-0.9376903334189522,0.3207631998319813,5.564338278018886e-05,-0.00584401226431357,-0.01633844740698233,-3.41110978126584e-06
-0.9488077502936857,0.287900792066492,4.854115955315849e-05,-0.005272606427237467,-0.01652073410319973,-3.697215144488141e-06
-0.9587776501172539,0.2546931044591803,4.084809963643998e-05,-0.004696534720332973,-0.01668375221701943,-3.99314512109331e-06
-0.9675909245331547,0.2211785928670408,3.259475902177016e-05,-0.004116016829870285,-0.0168275496896164,-4.25020032359678e-06
-0.975238910440074,0.1873958046266646,2.389845781366563e-05,-0.003531291027979844,-0.01695199468117048,-4.430957955404059e-06
-0.9817134875613376,0.1533836846142107,1.49384700900809e-05,-0.002942666093041232,-0.01705683165032833,-4.510758561668956e-06
-0.9870072279566356,0.1191817697163859,5.932155498052324e-06,-0.002350522449975538,-0.01714172863577825,-4.475764543597987e-06
-0.9911135191124044,0.08483033603140928,-2.885147498162315e-06,-0.001755293814347687,-0.01720627183558687,-4.32209782940152e-06
-0.9940266897994521,0.05037061933827274,-1.128447852633854e-05,-0.00115750314282489,-0.01724990272835964,-4.061811030944387e-06
-0.9957423332957132,0.0158451565862368,-1.908856708567099e-05,-0.0005579329037185927,-0.0172718855617429,-3.737236901680595e-06
-0.9962580831658684,-0.01870200367738714,-2.624418004812233e-05,4.212590545928341e-05,-0.01727150718837172,-3.429360918000707e-06
-0.9955746867296533,-0.0532258073100913,-3.288018145695604e-05,0.0006409010500547832,-0.01724856109222846,-3.231155786738599e-06
-0.9936964941426223,-0.08768157976327673,-3.927726165999492e-05,0.001236675404789854,-0.01720362826904501,-3.193256901037529e-06
-0.9906307609940718,-0.1220263541852306,-4.575189401479746e-05,0.001828305786345447,-0.01713774260177252,-3.302134641510424e-06
-0.9863864248266206,-0.1562192404938804,-5.25494852037826e-05,0.002415214448168192,-0.01705188291595985,-3.506399346443935e-06
-0.980973245504798,-0.1902210557031402,-5.98020399602415e-05,0.002997112331143034,-0.01694677027486917,-3.747734721805972e-06
-0.9744014454115325,-0.2239938161256183,-6.753025530086503e-05,0.003573805889241319,-0.01682289373295607,-3.974127529575085e-06
-0.966681607137701,-0.2575003337316663,-7.565986991636925e-05,0.004145121093759775,-0.0166805670339649,-4.142854824417012e-06
-0.9578246730740376,-0.2907038997264493,-8.404159724602608e-05,0.004710866533935889,-0.01651995948945182,-4.22187285416222e-06
